valence,arousal
-0.388,0.473
-0.358,0.460
-0.380,0.451
-0.386,0.480
-0.419,0.464
-0.423,0.495
-0.423,0.482
-0.438,0.474
-0.439,0.472
-0.491,0.484
-0.417,0.461
-0.396,0.452
-0.425,0.466
-0.422,0.466
-0.462,0.501
-0.436,0.494
-0.395,0.476
-0.429,0.487
-0.484,0.465
-0.497,0.487
-0.451,0.506
-0.526,0.476
-0.450,0.481
-0.477,0.486
-0.482,0.494
-0.413,0.487
-0.454,0.498
-0.442,0.456
-0.415,0.432
-0.388,0.448
-0.397,0.441
-0.411,0.441
-0.396,0.450
-0.481,0.471
-0.374,0.486
-0.405,0.475
-0.424,0.464
-0.396,0.427
-0.450,0.446
-0.408,0.434
-0.379,0.419
-0.386,0.446
-0.457,0.433
-0.422,0.447
-0.400,0.472
-0.446,0.466
-0.388,0.451
-0.428,0.428
-0.434,0.429
-0.407,0.410
-0.462,0.438
-0.483,0.449
-0.447,0.415
-0.444,0.457
-0.449,0.441
-0.451,0.440
-0.471,0.453
-0.528,0.430
-0.451,0.436
-0.454,0.431
-0.486,0.451
-0.482,0.448
-0.526,0.483
-0.500,0.479
-0.449,0.454
-0.483,0.452
-0.500,0.428
-0.478,0.448
-0.519,0.449
-0.551,0.460
-0.504,0.473
-0.543,0.459
-0.528,0.491
-0.496,0.512
-0.519,0.514
-0.497,0.487
-0.491,0.456
-0.480,0.466
-0.494,0.536
-0.513,0.573
-0.550,0.594
-0.525,0.613
-0.455,0.633
-0.435,0.607
-0.457,0.658
-0.424,0.673
-0.482,0.695
-0.419,0.674
-0.400,0.665
-0.397,0.660
-0.442,0.693
-0.391,0.715
-0.387,0.722
-0.422,0.650
-0.378,0.663
-0.400,0.640
-0.428,0.692
-0.372,0.638
-0.436,0.668
-0.465,0.550
-0.474,0.550
-0.441,0.552
-0.414,0.709
-0.418,0.696
-0.420,0.699
-0.482,0.597
-0.422,0.620
-0.426,0.576
-0.419,0.740
-0.405,0.689
-0.435,0.698
-0.425,0.644
-0.385,0.640
-0.412,0.625
-0.435,0.696
-0.405,0.617
-0.403,0.609
-0.474,0.659
-0.443,0.668
-0.462,0.650
-0.470,0.765
-0.419,0.705
-0.486,0.696
-0.473,0.719
-0.440,0.694
-0.431,0.694
-0.462,0.756
-0.500,0.690
-0.505,0.717
-0.544,0.655
-0.496,0.661
-0.484,0.635
-0.507,0.710
-0.503,0.586
-0.545,0.646
-0.509,0.565
-0.482,0.538
-0.482,0.551
-0.536,0.609
-0.552,0.567
-0.494,0.553
-0.568,0.554
-0.531,0.548
-0.508,0.532
-0.500,0.618
-0.476,0.578
-0.543,0.551
-0.555,0.578
-0.543,0.575
-0.506,0.571
-0.506,0.594
-0.554,0.602
-0.508,0.549
-0.584,0.542
-0.535,0.552
-0.424,0.505
-0.502,0.572
-0.391,0.566
-0.480,0.576
-0.448,0.565
-0.387,0.533
-0.352,0.578
-0.367,0.550
-0.269,0.576
-0.441,0.538
-0.595,0.629
-0.570,0.603
-0.580,0.575
-0.566,0.605
-0.570,0.617
-0.616,0.580
-0.606,0.578
-0.602,0.562
-0.572,0.575
-0.588,0.588
-0.545,0.587
-0.594,0.504
-0.691,0.569
-0.703,0.580
-0.674,0.610
-0.641,0.608
-0.657,0.602
-0.649,0.560
-0.640,0.542
-0.665,0.577
-0.598,0.565
-0.624,0.582
-0.595,0.559
-0.613,0.523
-0.664,0.622
-0.626,0.595
-0.563,0.597
-0.558,0.589
-0.595,0.577
-0.579,0.566
-0.562,0.573
-0.585,0.587
-0.475,0.605
-0.530,0.626
-0.425,0.608
-0.425,0.585
-0.491,0.589
-0.510,0.577
-0.516,0.593
-0.471,0.568
-0.500,0.552
-0.550,0.551
-0.603,0.560
-0.621,0.592
-0.577,0.577
-0.598,0.566
-0.581,0.552
-0.564,0.556
-0.598,0.576
-0.603,0.553
-0.608,0.609
-0.592,0.601
-0.601,0.537
-0.578,0.547
-0.580,0.529
-0.608,0.544
-0.618,0.595
-0.646,0.611
-0.632,0.516
-0.599,0.507
-0.633,0.535
-0.640,0.529
-0.659,0.599
-0.652,0.596
-0.652,0.525
-0.644,0.531
-0.657,0.507
-0.684,0.541
-0.660,0.536
-0.682,0.559
-0.708,0.511
-0.681,0.504
-0.687,0.571
-0.692,0.541
-0.681,0.592
-0.681,0.588
-0.721,0.477
-0.680,0.479
-0.674,0.524
-0.725,0.521
-0.689,0.605
-0.719,0.631
-0.704,0.530
-0.665,0.502
-0.685,0.546
-0.701,0.536
-0.694,0.593
-0.685,0.591
-0.706,0.529
-0.703,0.542
-0.694,0.536
-0.743,0.563
-0.688,0.550
-0.720,0.578
-0.722,0.502
-0.711,0.488
-0.704,0.494
-0.715,0.486
-0.723,0.509
-0.732,0.506
-0.780,0.516
-0.768,0.495
-0.737,0.479
-0.772,0.496
-0.737,0.504
-0.755,0.506
-0.758,0.484
-0.732,0.463
-0.753,0.501
-0.756,0.484
-0.749,0.511
-0.739,0.481
-0.741,0.488
-0.736,0.492
-0.722,0.491
-0.759,0.526
-0.746,0.515
-0.761,0.508
-0.751,0.496
-0.729,0.497
-0.754,0.508
-0.754,0.501
-0.768,0.524
-0.753,0.503
-0.768,0.544
-0.770,0.545
-0.767,0.509
-0.779,0.534
-0.773,0.510
-0.770,0.511
-0.768,0.545
-0.761,0.526
-0.775,0.529
-0.772,0.522
-0.782,0.522
-0.783,0.506
-0.780,0.543
-0.778,0.531
-0.763,0.524
-0.795,0.548
-0.786,0.527
-0.784,0.520
-0.782,0.519
-0.776,0.520
-0.775,0.526
-0.779,0.521
-0.781,0.541
-0.776,0.515
-0.782,0.543
-0.785,0.548
-0.787,0.546
-0.795,0.551
-0.794,0.549
-0.799,0.571
-0.797,0.554
-0.783,0.541
-0.800,0.536
-0.795,0.549
-0.800,0.534
-0.795,0.538
-0.800,0.556
-0.795,0.563
-0.797,0.548
-0.819,0.581
-0.808,0.554
-0.799,0.562
-0.798,0.554
-0.787,0.542
-0.790,0.559
-0.797,0.570
-0.802,0.543
-0.779,0.544
-0.799,0.575
-0.807,0.567
-0.797,0.574
-0.803,0.588
-0.797,0.557
-0.808,0.585
-0.802,0.583
-0.808,0.575
-0.814,0.595
-0.804,0.585
-0.812,0.594
-0.798,0.582
-0.796,0.562
-0.792,0.539
-0.793,0.544
-0.810,0.581
-0.804,0.546
-0.815,0.555
-0.802,0.542
-0.793,0.526
-0.805,0.540
-0.808,0.540
-0.803,0.524
-0.805,0.537
-0.799,0.536
-0.799,0.516
-0.809,0.512
-0.805,0.538
-0.800,0.526
-0.820,0.546
-0.800,0.524
-0.799,0.493
-0.807,0.510
-0.812,0.535
-0.804,0.515
-0.815,0.530
-0.811,0.529
-0.807,0.509
-0.820,0.522
-0.829,0.562
-0.821,0.530
-0.836,0.554
-0.828,0.558
-0.816,0.523
-0.835,0.534
-0.836,0.523
-0.836,0.533
-0.838,0.551
-0.840,0.569
-0.831,0.536
-0.846,0.528
-0.837,0.519
-0.832,0.519
-0.852,0.555
-0.843,0.546
-0.832,0.501
-0.845,0.519
-0.843,0.509
-0.844,0.511
-0.840,0.501
-0.836,0.514
-0.823,0.496
-0.830,0.481
-0.828,0.476
-0.815,0.479
-0.822,0.484
-0.808,0.517
-0.806,0.515
-0.818,0.534
-0.821,0.532
-0.806,0.519
-0.816,0.509
-0.802,0.526
-0.795,0.522
-0.811,0.563
-0.800,0.547
-0.800,0.540
-0.811,0.537
-0.808,0.547
-0.787,0.510
-0.792,0.518
-0.794,0.525
-0.782,0.522
-0.797,0.517
-0.786,0.501
-0.774,0.507
-0.792,0.529
-0.794,0.540
-0.783,0.524
-0.802,0.530
-0.777,0.517
-0.779,0.525
-0.790,0.546
-0.803,0.558
-0.786,0.545
-0.806,0.547
-0.796,0.536
-0.778,0.541
-0.802,0.554
-0.794,0.562
-0.783,0.559
-0.802,0.568
-0.789,0.566
-0.777,0.575
-0.783,0.566
-0.794,0.577
-0.778,0.584
-0.802,0.593
-0.790,0.559
-0.773,0.558
-0.796,0.588
-0.784,0.584
-0.776,0.579
-0.797,0.611
-0.776,0.549
-0.775,0.560
-0.778,0.590
-0.793,0.601
-0.776,0.582
-0.796,0.616
-0.785,0.557
-0.764,0.577
-0.793,0.555
-0.795,0.573
-0.790,0.594
-0.809,0.580
-0.790,0.549
-0.781,0.570
-0.783,0.569
-0.791,0.575
-0.778,0.566
-0.792,0.563
-0.775,0.530
-0.769,0.556
-0.793,0.547
-0.780,0.547
-0.777,0.549
-0.783,0.536
-0.768,0.512
-0.765,0.519
-0.773,0.511
-0.781,0.519
-0.763,0.532
-0.783,0.516
-0.772,0.487
-0.750,0.503
-0.779,0.501
-0.771,0.504
-0.744,0.499
-0.768,0.507
-0.763,0.462
-0.741,0.454
-0.769,0.468
-0.774,0.480
-0.739,0.462
-0.781,0.497
-0.774,0.467
-0.744,0.459
-0.775,0.466
-0.762,0.466
-0.747,0.464
-0.799,0.505
-0.775,0.460
-0.754,0.473
-0.784,0.481
-0.784,0.491
-0.772,0.481
-0.784,0.510
-0.775,0.469
-0.761,0.471
-0.804,0.498
-0.794,0.507
-0.767,0.464
-0.791,0.505
-0.777,0.475
-0.779,0.498
-0.802,0.509
-0.803,0.518
-0.768,0.456
-0.817,0.529
-0.799,0.493
-0.780,0.471
-0.808,0.488
-0.783,0.501
-0.775,0.458
-0.806,0.516
-0.755,0.478
-0.763,0.474
-0.770,0.477
-0.774,0.497
-0.773,0.479
-0.782,0.519
-0.760,0.491
-0.736,0.476
-0.781,0.503
-0.763,0.495
-0.754,0.484
-0.766,0.516
-0.747,0.508
-0.754,0.507
-0.776,0.529
-0.776,0.523
-0.793,0.539
-0.779,0.547
-0.738,0.485
-0.714,0.482
-0.732,0.532
-0.728,0.541
-0.735,0.576
-0.768,0.576
-0.698,0.520
-0.708,0.535
-0.684,0.582
-0.681,0.596
-0.679,0.610
-0.711,0.593
-0.719,0.543
-0.710,0.565
-0.729,0.565
-0.735,0.596
-0.691,0.599
-0.678,0.569
-0.648,0.596
-0.672,0.587
-0.648,0.617
-0.707,0.620
-0.696,0.640
-0.684,0.644
-0.697,0.681
-0.704,0.650
-0.712,0.665
-0.731,0.668
-0.738,0.698
-0.730,0.681
-0.708,0.683
-0.714,0.666
-0.761,0.698
-0.776,0.701
-0.734,0.693
-0.706,0.698
-0.710,0.725
-0.707,0.717
-0.827,0.750
-0.789,0.731
-0.735,0.714
-0.748,0.743
-0.680,0.740
-0.709,0.720
-0.745,0.746
-0.713,0.739
-0.695,0.703
-0.619,0.746
-0.637,0.720
-0.630,0.704
-0.710,0.722
-0.635,0.716
-0.768,0.718
-0.697,0.764
-0.601,0.730
-0.587,0.727
-0.723,0.733
-0.724,0.740
-0.755,0.702
-0.661,0.732
-0.606,0.729
-0.608,0.740
-0.769,0.743
-0.745,0.745
-0.790,0.695
-0.734,0.725
-0.687,0.746
-0.691,0.733
-0.766,0.724
-0.762,0.725
-0.767,0.708
-0.769,0.727
-0.709,0.769
-0.693,0.747
-0.767,0.753
-0.731,0.749
-0.727,0.730
-0.726,0.731
-0.675,0.741
-0.677,0.731
-0.720,0.725
-0.740,0.727
-0.744,0.721
-0.696,0.734
-0.683,0.755
-0.690,0.724
-0.702,0.734
-0.679,0.720
-0.745,0.710
-0.675,0.733
-0.692,0.751
-0.721,0.752
-0.663,0.758
-0.676,0.748
-0.718,0.751
-0.655,0.739
-0.624,0.745
-0.650,0.733
-0.652,0.745
-0.703,0.755
-0.707,0.762
-0.701,0.758
-0.666,0.756
-0.730,0.755
-0.659,0.762
-0.648,0.761
-0.719,0.761
-0.640,0.740
-0.702,0.756
-0.726,0.759
-0.722,0.758
-0.678,0.764
-0.738,0.773
-0.686,0.755
-0.730,0.737
-0.727,0.769
-0.669,0.758
-0.664,0.789
-0.727,0.781
-0.702,0.772
-0.730,0.780
-0.729,0.770
-0.707,0.799
-0.683,0.808
-0.714,0.803
-0.626,0.783
-0.703,0.786
-0.738,0.806
-0.680,0.801
-0.706,0.812
-0.713,0.804
-0.667,0.788
-0.745,0.807
-0.734,0.798
-0.708,0.783
-0.721,0.781
-0.733,0.795
-0.681,0.787
-0.704,0.785
-0.781,0.809
-0.713,0.786
-0.777,0.802
-0.751,0.796
-0.727,0.786
-0.764,0.772
-0.770,0.787
-0.770,0.795
-0.771,0.789
-0.790,0.803
-0.723,0.795
-0.729,0.789
-0.792,0.797
-0.733,0.805
-0.724,0.795
-0.719,0.801
-0.648,0.780
-0.747,0.797
-0.768,0.791
-0.787,0.806
-0.774,0.768
-0.776,0.789
-0.710,0.781
-0.757,0.770
-0.839,0.758
-0.802,0.748
-0.834,0.761
-0.832,0.776
-0.799,0.772
-0.769,0.775
-0.776,0.787
-0.764,0.785
-0.709,0.803
-0.703,0.814
-0.667,0.805
-0.675,0.793
-0.679,0.800
-0.695,0.785
-0.631,0.805
-0.664,0.809
-0.573,0.811
-0.594,0.774
-0.548,0.801
-0.595,0.779
-0.589,0.783
-0.636,0.802
-0.658,0.799
-0.651,0.772
-0.642,0.776
-0.608,0.773
-0.631,0.787
-0.600,0.794
-0.555,0.789
-0.565,0.779
-0.504,0.800
-0.565,0.796
-0.658,0.856
-0.694,0.872
-0.712,0.870
-0.674,0.855
-0.737,0.898
-0.729,0.890
-0.816,0.901
-0.823,0.913
-0.831,0.862
-0.851,0.848
-0.844,0.873
-0.861,0.861
-0.873,0.883
-0.889,0.892
-0.875,0.835
-0.866,0.821
-0.824,0.851
-0.790,0.861
-0.833,0.860
-0.828,0.860
-0.872,0.847
-0.878,0.849
-0.844,0.887
-0.885,0.914
-0.901,0.918
-0.903,0.913
-0.898,0.897
-0.904,0.907
-0.912,0.927
-0.915,0.935
-0.928,0.944
-0.936,0.945
-0.926,0.885
-0.931,0.900
-0.916,0.916
-0.924,0.921
-0.921,0.935
-0.937,0.937
-0.928,0.890
-0.926,0.901
-0.937,0.926
-0.937,0.927
-0.941,0.938
-0.938,0.936
-0.916,0.917
-0.929,0.924
-0.924,0.940
-0.940,0.941
-0.940,0.936
-0.943,0.940
-0.930,0.915
-0.933,0.929
-0.935,0.912
-0.924,0.907
-0.931,0.877
-0.932,0.891
-0.925,0.905
-0.936,0.914
-0.924,0.913
-0.930,0.918
-0.936,0.919
-0.936,0.920
-0.929,0.923
-0.925,0.932
-0.922,0.928
-0.921,0.923
-0.934,0.929
-0.935,0.935
-0.927,0.921
-0.929,0.934
-0.931,0.932
-0.928,0.926
-0.926,0.915
-0.931,0.921
-0.917,0.886
-0.921,0.901
-0.927,0.911
-0.931,0.915
-0.928,0.895
-0.934,0.912
-0.929,0.902
-0.933,0.912
-0.920,0.924
-0.922,0.925
-0.920,0.908
-0.936,0.922
-0.925,0.918
-0.929,0.921
-0.935,0.924
-0.931,0.930
-0.939,0.917
-0.936,0.920
-0.923,0.910
-0.926,0.908
-0.939,0.914
-0.946,0.920
-0.946,0.904
-0.949,0.910
-0.945,0.913
-0.946,0.920
-0.952,0.904
-0.941,0.910
-0.936,0.883
-0.938,0.888
-0.936,0.907
-0.940,0.918
-0.954,0.908
-0.954,0.914
-0.949,0.909
-0.954,0.911
-0.938,0.911
-0.941,0.916
-0.940,0.905
-0.939,0.910
-0.945,0.905
-0.937,0.890
-0.942,0.903
-0.946,0.910
-0.949,0.897
-0.952,0.903
-0.941,0.889
-0.929,0.872
-0.936,0.887
-0.940,0.894
-0.940,0.905
-0.936,0.904
-0.931,0.902
-0.923,0.893
-0.937,0.887
-0.935,0.886
-0.930,0.899
-0.928,0.901
-0.933,0.887
-0.939,0.898
-0.940,0.873
-0.938,0.883
-0.934,0.876
-0.937,0.891
-0.938,0.857
-0.930,0.855
-0.912,0.797
-0.908,0.797
-0.911,0.819
-0.920,0.827
-0.929,0.835
-0.925,0.830
-0.904,0.788
-0.904,0.783
-0.920,0.805
-0.903,0.803
-0.918,0.800
-0.919,0.807
-0.913,0.774
-0.921,0.762
-0.921,0.781
-0.916,0.780
-0.907,0.780
-0.905,0.772
-0.893,0.706
-0.892,0.714
-0.891,0.775
-0.877,0.765
-0.895,0.763
-0.888,0.751
-0.886,0.694
-0.891,0.690
-0.884,0.768
-0.888,0.763
-0.886,0.739
-0.884,0.756
-0.871,0.662
-0.875,0.674
-0.891,0.699
-0.876,0.685
-0.880,0.673
-0.874,0.682
-0.877,0.657
-0.881,0.653
-0.874,0.711
-0.860,0.659
-0.850,0.646
-0.855,0.658
-0.851,0.609
-0.852,0.623
-0.872,0.677
-0.848,0.648
-0.863,0.605
-0.838,0.593
-0.840,0.604
-0.836,0.573
-0.863,0.622
-0.859,0.583
-0.857,0.586
-0.845,0.607
-0.863,0.631
-0.841,0.622
-0.873,0.635
-0.853,0.611
-0.865,0.629
-0.841,0.602
-0.871,0.656
-0.869,0.633
-0.881,0.694
-0.879,0.672
-0.879,0.648
-0.868,0.651
-0.877,0.657
-0.869,0.650
-0.882,0.675
-0.870,0.648
-0.893,0.654
-0.881,0.644
-0.882,0.644
-0.877,0.627
-0.888,0.678
-0.869,0.628
-0.875,0.623
-0.860,0.616
-0.859,0.618
-0.861,0.613
-0.882,0.638
-0.880,0.636
-0.881,0.626
-0.854,0.598
-0.864,0.629
-0.862,0.594
-0.875,0.645
-0.877,0.634
-0.875,0.631
-0.872,0.620
-0.876,0.617
-0.873,0.624
-0.887,0.631
-0.886,0.641
-0.882,0.601
-0.860,0.587
-0.866,0.593
-0.869,0.594
-0.881,0.629
-0.885,0.620
-0.882,0.605
-0.864,0.603
-0.865,0.576
-0.867,0.592
-0.878,0.610
-0.881,0.592
-0.877,0.571
-0.857,0.558
-0.858,0.542
-0.866,0.551
-0.865,0.552
-0.861,0.549
-0.862,0.530
-0.873,0.543
-0.858,0.505
-0.870,0.532
-0.862,0.548
-0.886,0.579
-0.879,0.525
-0.871,0.512
-0.869,0.527
-0.878,0.572
-0.874,0.547
-0.903,0.599
-0.882,0.513
-0.877,0.550
-0.891,0.588
-0.900,0.605
-0.899,0.577
-0.911,0.631
-0.890,0.558
-0.897,0.577
-0.897,0.583
-0.896,0.564
-0.906,0.586
-0.904,0.593
-0.894,0.557
-0.915,0.572
-0.899,0.543
-0.906,0.542
-0.911,0.540
-0.920,0.569
-0.910,0.518
-0.912,0.540
-0.917,0.556
-0.923,0.576
-0.925,0.571
-0.928,0.592
-0.920,0.553
-0.922,0.576
-0.920,0.557
-0.921,0.573
-0.923,0.564
-0.923,0.579
-0.923,0.577
-0.920,0.582
-0.919,0.562
-0.918,0.576
-0.919,0.574
-0.920,0.584
-0.915,0.571
-0.916,0.569
-0.906,0.503
-0.912,0.534
-0.907,0.513
-0.907,0.520
-0.913,0.537
-0.911,0.551
-0.907,0.548
-0.914,0.545
-0.912,0.514
-0.916,0.543
-0.911,0.536
-0.902,0.494
-0.909,0.545
-0.911,0.525
-0.900,0.480
-0.907,0.505
-0.901,0.490
-0.895,0.483
-0.913,0.557
-0.903,0.521
-0.894,0.475
-0.901,0.489
-0.901,0.491
-0.890,0.480
-0.904,0.550
-0.906,0.566
-0.893,0.500
-0.897,0.501
-0.903,0.534
-0.893,0.510
-0.900,0.567
-0.906,0.562
-0.894,0.497
-0.899,0.510
-0.903,0.554
-0.896,0.537
-0.898,0.564
-0.905,0.564
-0.888,0.504
-0.881,0.470
-0.895,0.515
-0.895,0.536
-0.897,0.557
-0.900,0.542
-0.890,0.504
-0.883,0.476
-0.897,0.540
-0.902,0.541
-0.898,0.558
-0.897,0.530
-0.898,0.506
-0.893,0.489
-0.904,0.526
-0.910,0.564
-0.911,0.588
-0.902,0.534
-0.906,0.540
-0.890,0.488
-0.905,0.541
-0.916,0.572
-0.906,0.557
-0.904,0.529
-0.915,0.565
-0.895,0.530
-0.905,0.552
-0.911,0.597
-0.905,0.573
-0.904,0.552
-0.909,0.587
-0.897,0.537
-0.904,0.539
-0.911,0.585
-0.897,0.552
-0.887,0.508
-0.916,0.608
-0.903,0.566
-0.896,0.536
-0.911,0.599
-0.911,0.609
-0.913,0.597
-0.910,0.611
-0.902,0.603
-0.899,0.570
-0.906,0.617
-0.896,0.580
-0.904,0.603
-0.903,0.591
-0.888,0.557
-0.889,0.544
-0.902,0.586
-0.893,0.574
-0.909,0.577
-0.899,0.560
-0.888,0.552
-0.889,0.518
-0.884,0.561
-0.890,0.555
-0.893,0.573
-0.900,0.562
-0.887,0.546
-0.887,0.504
-0.888,0.528
-0.887,0.541
-0.901,0.580
-0.893,0.547
-0.885,0.547
-0.880,0.494
-0.890,0.544
-0.890,0.529
-0.895,0.579
-0.901,0.547
-0.895,0.550
-0.889,0.520
-0.899,0.548
-0.883,0.512
-0.902,0.577
-0.889,0.506
-0.886,0.535
-0.894,0.517
-0.890,0.538
-0.875,0.488
-0.888,0.597
-0.898,0.559
-0.880,0.544
-0.888,0.556
-0.885,0.568
-0.876,0.538
-0.874,0.597
-0.879,0.572
-0.883,0.572
-0.895,0.601
-0.895,0.600
-0.884,0.548
-0.886,0.603
-0.887,0.577
-0.873,0.535
-0.894,0.595
-0.902,0.628
-0.879,0.562
-0.906,0.649
-0.898,0.623
-0.893,0.614
-0.897,0.615
-0.898,0.613
-0.887,0.589
-0.890,0.620
-0.891,0.593
-0.887,0.600
-0.898,0.630
-0.897,0.631
-0.892,0.634
-0.904,0.653
-0.882,0.627
-0.881,0.603
-0.885,0.603
-0.895,0.610
-0.891,0.618
-0.888,0.682
-0.893,0.677
-0.884,0.662
-0.895,0.666
-0.893,0.657
-0.892,0.605
-0.892,0.640
-0.880,0.645
-0.888,0.690
-0.899,0.712
-0.891,0.697
-0.890,0.655
-0.894,0.739
-0.896,0.734
-0.882,0.704
-0.886,0.723
-0.874,0.688
-0.880,0.645
-0.893,0.720
-0.883,0.715
-0.873,0.757
-0.880,0.790
-0.875,0.781
-0.887,0.733
-0.880,0.738
-0.889,0.752
-0.880,0.796
-0.895,0.815
-0.892,0.785
-0.883,0.741
-0.890,0.779
-0.887,0.793
-0.886,0.806
-0.894,0.819
-0.888,0.774
-0.876,0.739
-0.885,0.827
-0.894,0.846
-0.886,0.857
-0.903,0.869
-0.886,0.848
-0.874,0.857
-0.886,0.872
-0.892,0.883
-0.898,0.908
-0.907,0.909
-0.901,0.914
-0.904,0.906
-0.851,0.866
-0.857,0.861
-0.847,0.874
-0.866,0.883
-0.865,0.871
-0.850,0.855
-0.862,0.832
-0.840,0.793
-0.857,0.875
-0.866,0.885
-0.851,0.880
-0.830,0.858
-0.817,0.811
-0.818,0.779
-0.823,0.866
-0.806,0.856
-0.799,0.855
-0.768,0.856
-0.810,0.845
-0.809,0.830
-0.771,0.791
-0.795,0.813
-0.780,0.791
-0.723,0.780
-0.831,0.869
-0.822,0.845
-0.813,0.826
-0.802,0.825
-0.788,0.786
-0.741,0.748
-0.845,0.852
-0.796,0.813
-0.846,0.861
-0.850,0.858
-0.813,0.826
-0.785,0.807
-0.830,0.843
-0.831,0.819
-0.840,0.835
-0.813,0.831
-0.807,0.826
-0.747,0.806
-0.852,0.807
-0.849,0.790
-0.806,0.817
-0.777,0.764
-0.755,0.761
-0.760,0.742
-0.838,0.847
-0.827,0.828
-0.767,0.854
-0.759,0.828
-0.735,0.788
-0.704,0.785
-0.809,0.866
-0.811,0.858
-0.843,0.843
-0.818,0.812
-0.796,0.763
-0.815,0.790
-0.864,0.868
-0.870,0.853
-0.874,0.840
-0.855,0.807
-0.832,0.766
-0.852,0.798
-0.900,0.866
-0.886,0.853
-0.862,0.843
-0.849,0.818
-0.844,0.786
-0.864,0.810
-0.890,0.837
-0.897,0.840
-0.858,0.822
-0.873,0.825
-0.869,0.814
-0.880,0.846
-0.904,0.859
-0.901,0.856
-0.876,0.836
-0.899,0.856
-0.872,0.807
-0.891,0.859
-0.894,0.835
-0.911,0.849
-0.873,0.831
-0.883,0.829
-0.857,0.785
-0.887,0.833
-0.903,0.843
-0.904,0.849
-0.889,0.839
-0.893,0.841
-0.889,0.795
-0.921,0.850
-0.906,0.814
-0.905,0.801
-0.887,0.784
-0.907,0.800
-0.911,0.795
-0.921,0.826
-0.914,0.794
-0.910,0.791
-0.895,0.730
-0.909,0.745
-0.901,0.725
-0.908,0.741
-0.897,0.738
-0.906,0.734
-0.904,0.722
-0.904,0.701
-0.909,0.767
-0.917,0.784
-0.916,0.781
-0.911,0.788
-0.913,0.750
-0.910,0.744
-0.917,0.782
-0.938,0.812
-0.909,0.770
-0.913,0.780
-0.914,0.748
-0.917,0.745
-0.932,0.798
-0.934,0.818
-0.914,0.769
-0.907,0.765
-0.921,0.788
-0.923,0.787
-0.919,0.806
-0.931,0.832
-0.890,0.784
-0.904,0.777
-0.914,0.791
-0.909,0.777
-0.903,0.766
-0.902,0.780
-0.906,0.762
-0.906,0.733
-0.911,0.731
-0.910,0.731
-0.901,0.709
-0.913,0.736
-0.902,0.713
-0.899,0.677
-0.882,0.638
-0.894,0.670
-0.899,0.677
-0.899,0.701
-0.899,0.674
-0.877,0.639
-0.890,0.669
-0.902,0.685
-0.886,0.656
-0.898,0.670
-0.889,0.673
-0.886,0.660
-0.900,0.675
-0.903,0.670
-0.883,0.614
-0.885,0.644
-0.889,0.647
-0.887,0.620
-0.893,0.630
-0.896,0.643
-0.872,0.608
-0.888,0.633
-0.887,0.664
-0.892,0.625
-0.885,0.632
-0.892,0.621
-0.897,0.642
-0.892,0.639
-0.897,0.649
-0.893,0.634
-0.888,0.602
-0.893,0.611
-0.890,0.612
-0.879,0.594
-0.884,0.664
-0.883,0.649
-0.867,0.606
-0.875,0.617
-0.879,0.592
-0.871,0.599
-0.897,0.695
-0.896,0.682
-0.891,0.654
-0.886,0.657
-0.897,0.652
-0.907,0.680
-0.899,0.657
-0.893,0.634
-0.889,0.618
-0.892,0.615
-0.908,0.659
-0.906,0.659
-0.903,0.664
-0.888,0.608
-0.891,0.604
-0.901,0.640
-0.901,0.630
-0.899,0.616
-0.896,0.644
-0.898,0.621
-0.898,0.618
-0.901,0.623
-0.911,0.654
-0.900,0.622
-0.910,0.681
-0.906,0.643
-0.893,0.618
-0.890,0.644
-0.895,0.630
-0.895,0.620
-0.899,0.653
-0.878,0.581
-0.880,0.580
-0.889,0.621
-0.899,0.592
-0.883,0.569
-0.899,0.649
-0.873,0.570
-0.888,0.597
-0.898,0.627
-0.895,0.564
-0.888,0.557
-0.893,0.582
-0.888,0.554
-0.887,0.564
-0.894,0.603
-0.892,0.554
-0.881,0.554
-0.904,0.607
-0.875,0.507
-0.878,0.534
-0.897,0.588
-0.870,0.524
-0.890,0.562
-0.884,0.563
-0.893,0.578
-0.875,0.553
-0.878,0.578
-0.882,0.574
-0.877,0.564
-0.891,0.605
-0.880,0.578
-0.882,0.578
-0.885,0.593
-0.881,0.563
-0.888,0.564
-0.885,0.570
-0.881,0.586
-0.889,0.592
-0.875,0.567
-0.879,0.564
-0.866,0.547
-0.883,0.585
-0.884,0.592
-0.878,0.563
-0.881,0.587
-0.882,0.598
-0.897,0.619
-0.899,0.618
-0.899,0.625
-0.897,0.603
-0.887,0.606
-0.911,0.663
-0.913,0.651
-0.904,0.613
-0.908,0.627
-0.909,0.638
-0.915,0.660
-0.910,0.672
-0.921,0.672
-0.902,0.627
-0.914,0.649
-0.925,0.665
-0.910,0.646
-0.920,0.667
-0.917,0.661
-0.917,0.650
-0.909,0.633
-0.913,0.645
-0.914,0.660
-0.911,0.658
-0.914,0.666
-0.906,0.650
-0.907,0.650
-0.923,0.696
-0.911,0.692
-0.917,0.685
-0.903,0.655
-0.906,0.645
-0.907,0.654
-0.913,0.666
-0.916,0.687
-0.906,0.654
-0.913,0.676
-0.899,0.630
-0.907,0.660
-0.915,0.671
-0.905,0.670
-0.906,0.673
-0.895,0.654
-0.904,0.652
-0.907,0.668
-0.919,0.685
-0.919,0.687
-0.895,0.642
